index;carat;cut;color;clarity;depth;table;price;x;y;z
1242;0.2;Very Good;H;VVS1;49.0;62.3;334.0;6.19;6.74;3.17
1243;0.2;Premium;I;VS1;29.8;61.3;309.0;6.92;5.64;1.87
1244;0.2;Very Good;D;SI2;55.3;61.1;334.0;6.07;6.27;3.41
1245;0.68;Ideal;I;VS1;84.4;58.7;2013.0;6.33;5.76;5.1
1246;0.46;Ideal;H;VS1;66.4;62.5;1242.0;7.7;7.5;5.05
1247;0.2;Premium;H;VVS2;31.7;63.3;314.0;6.12;7.63;2.18
1248;1.4;Ideal;F;VVS1;84.5;53.7;9044.0;5.63;4.9;4.45
1249;0.37;Premium;G;VS2;54.2;54.4;832.0;5.76;3.61;2.54
1250;0.2;Ideal;I;SI2;46.7;53.0;346.0;6.98;6.73;3.2
1251;0.68;Premium;G;SI2;74.2;55.3;2083.0;3.25;6.27;3.53
1252;0.38;Fair;I;SI2;44.3;61.5;300.0;5.57;5.27;2.4
1253;0.36;Ideal;H;VS1;97.8;56.9;1235.0;7.47;3.74;5.48
1254;0.22;Very Good;F;VS1;49.5;60.7;300.0;4.52;7.63;3.01
1255;0.2;Ideal;F;SI2;67.9;64.0;346.0;7.57;7.42;5.09
1256;0.32;Very Good;F;SI2;70.5;55.0;342.0;5.89;6.62;4.41
1257;0.2;Premium;G;VVS1;69.4;54.7;335.0;5.3;6.68;4.16
1258;0.2;Premium;H;VVS2;95.4;61.1;300.0;6.51;4.96;5.47
1259;0.2;Very Good;G;VS2;47.5;55.8;318.0;6.31;6.24;2.98
1260;0.5;Premium;G;VVS2;48.5;56.0;1463.0;7.15;5.19;2.99
1261;0.2;Premium;G;SI2;86.3;63.7;447.0;3.92;6.72;4.59
1262;0.39;Premium;I;IF;40.6;57.5;1366.0;3.57;6.14;1.97
1263;0.2;Good;H;VS1;103.0;62.2;300.0;3.33;6.86;5.25
1264;0.2;Premium;H;VS2;109.0;55.3;324.0;5.2;3.46;4.72
1265;0.2;Good;H;VS1;98.8;53.4;300.0;5.89;4.39;5.08
1266;0.2;Good;J;SI2;53.5;63.7;300.0;3.65;7.76;3.05
1267;0.24;Very Good;G;VVS2;61.3;63.2;300.0;7.43;3.96;3.49
1268;0.31;Good;G;SI1;37.0;55.1;630.0;7.0;3.8;2.0
1269;0.2;Ideal;E;VS1;90.0;54.6;535.0;5.36;5.68;4.97
1270;0.2;Ideal;J;VVS1;92.6;54.7;385.0;4.79;6.44;5.2
1271;0.7;Premium;I;SI2;80.4;61.1;1775.0;6.88;4.83;4.71
1272;0.2;Premium;G;VS1;35.3;56.6;449.0;7.27;5.2;2.2
1273;0.2;Good;I;VVS1;82.6;54.7;300.0;4.93;5.26;4.21
1274;0.26;Ideal;G;VS2;65.5;63.2;496.0;4.54;7.25;3.86
1275;1.05;Very Good;F;VS1;40.0;61.1;4526.0;7.01;6.79;2.76
1276;0.2;Very Good;J;SI1;64.9;64.1;300.0;3.71;6.7;3.38
1277;0.2;Premium;F;VVS2;67.5;53.4;846.0;3.6;6.86;3.53
1278;0.2;Fair;H;VS1;97.6;62.6;300.0;5.09;6.1;5.46
1279;0.37;Ideal;E;SI2;81.6;59.5;1109.0;7.91;3.58;4.69
1280;0.2;Very Good;F;SI1;61.7;61.4;365.0;5.99;7.69;4.22
1281;0.2;Ideal;I;VS1;64.7;62.4;300.0;7.3;6.6;4.5
1282;0.64;Ideal;E;VVS1;91.4;53.2;2945.0;7.44;3.04;4.79
1283;0.2;Ideal;H;VS1;65.6;64.7;418.0;4.96;4.15;2.99
1284;0.88;Premium;J;SI1;30.0;54.8;2927.0;5.23;7.43;1.9
1285;0.56;Premium;H;SI1;78.0;60.9;1590.0;5.52;3.04;3.34
1286;0.2;Premium;G;SI2;59.6;62.0;301.0;7.12;7.88;4.47
1287;0.26;Ideal;H;VS1;26.2;56.5;660.0;7.26;7.5;1.93
1288;0.2;Ideal;G;VS2;45.6;61.1;581.0;3.47;7.62;2.53
1289;0.64;Fair;H;VS2;71.8;58.5;1687.0;7.71;5.49;4.74
1290;0.2;Very Good;G;SI2;37.5;64.7;404.0;5.74;5.89;2.18
1291;1.07;Premium;H;VVS2;38.8;54.1;5287.0;5.9;3.69;1.86
1292;0.2;Ideal;G;VVS2;102.8;54.4;300.0;5.99;4.17;5.22
1293;0.2;Ideal;J;VVS1;77.5;60.4;615.0;6.23;7.27;5.23
1294;0.2;Fair;D;VS2;71.9;58.7;368.0;4.33;6.44;3.87
1295;0.31;Premium;H;SI1;81.5;57.4;542.0;3.58;3.54;2.9
1296;0.31;Ideal;H;VVS1;65.8;58.1;1093.0;4.75;4.49;3.04
1297;0.2;Fair;E;SI2;59.7;57.5;502.0;7.17;5.96;3.92
1298;0.52;Ideal;G;SI1;104.7;64.0;1587.0;4.97;3.91;4.65
1299;0.2;Premium;I;SI2;75.6;54.3;592.0;4.9;4.75;3.65
1300;0.2;Premium;J;VVS2;79.5;62.6;564.0;4.44;7.13;4.6
1301;0.41;Good;F;VS2;42.6;60.0;948.0;4.32;6.85;2.38
1302;0.2;Ideal;G;VS1;86.9;63.4;864.0;6.1;6.33;5.4
1303;0.2;Very Good;E;VVS1;33.1;61.1;300.0;5.62;6.9;2.07
1304;0.2;Good;H;SI1;103.7;53.6;300.0;3.13;4.68;4.05
1305;0.2;Premium;I;SI2;70.6;54.7;300.0;6.63;4.42;3.9
1306;0.2;Very Good;H;VS2;45.2;65.0;300.0;4.92;5.3;2.31
1307;0.2;Fair;H;VVS1;159.0;61.0;300.0;3.74;3.13;5.46
1308;0.2;Premium;E;VS1;49.5;64.0;300.0;6.32;6.0;3.05
1309;0.2;Very Good;H;SI2;111.8;63.0;469.0;5.37;3.04;4.7
1310;0.2;Premium;I;IF;57.7;58.8;432.0;6.24;3.26;2.74
1311;0.2;Premium;H;VVS2;78.9;62.0;608.0;7.15;3.68;4.27
1312;0.2;Ideal;E;SI1;78.0;58.1;527.0;4.91;4.6;3.71
1313;0.27;Premium;I;VVS2;95.3;53.2;424.0;4.34;5.61;4.74
1314;0.36;Good;F;SI1;70.1;62.4;747.0;6.62;6.76;4.69
1315;0.2;Premium;H;VS2;31.2;56.1;300.0;6.96;7.34;2.23
1316;0.55;Very Good;D;VVS2;88.3;63.9;1903.0;3.17;3.92;3.13
1317;0.2;Premium;G;SI2;48.6;57.4;665.0;7.23;6.88;3.43
1318;0.2;Premium;I;VS1;33.0;53.9;422.0;7.28;5.33;2.08
1319;0.2;Good;E;VS1;72.5;61.4;495.0;6.87;4.82;4.24
1320;0.2;Ideal;G;VVS1;74.4;57.6;300.0;5.7;7.28;4.83
1321;0.2;Ideal;I;VS2;58.0;54.0;490.0;4.75;3.9;2.51
1322;0.23;Very Good;E;SI2;54.2;56.8;300.0;6.18;7.44;3.69
1323;0.53;Fair;G;VVS2;69.4;63.0;1289.0;3.09;5.78;3.08
1324;0.2;Fair;I;VS2;74.3;61.0;442.0;7.81;4.86;4.71
1325;0.2;Ideal;J;SI1;105.9;58.5;300.0;3.89;3.74;4.04
1326;0.23;Premium;J;VS1;45.6;64.8;368.0;7.24;5.87;2.99
1327;0.2;Premium;G;VVS2;41.3;54.0;335.0;6.09;7.08;2.72
1328;0.5;Good;F;SI1;48.2;64.6;1055.0;6.61;7.62;3.43
1329;0.2;Fair;J;VS1;56.8;53.2;300.0;6.25;5.02;3.2
1330;0.2;Very Good;H;VVS1;72.9;62.1;300.0;7.89;5.53;4.89
1331;0.2;Ideal;H;SI2;39.0;60.7;300.0;4.56;5.6;1.98
1332;0.51;Ideal;H;SI2;75.7;54.9;1426.0;7.92;5.8;5.19
1333;0.2;Ideal;F;SI2;87.8;60.0;514.0;5.08;6.9;5.26
1334;0.2;Good;I;VS2;73.3;63.3;300.0;3.68;3.96;2.8
1335;0.45;Fair;I;SI2;52.2;54.3;961.0;5.88;4.84;2.8
1336;0.22;Premium;J;SI1;61.5;63.0;301.0;6.39;7.33;4.22
1337;0.31;Ideal;I;VVS2;78.1;53.1;666.0;6.02;6.51;4.89
1338;0.39;Ideal;J;SI1;69.6;53.3;768.0;3.2;4.53;2.69
1339;0.2;Fair;G;VS1;77.0;61.5;300.0;4.34;4.67;3.47
1340;0.2;Fair;E;VS1;98.3;53.5;810.0;3.37;3.24;3.25
1341;0.39;Premium;D;VS2;77.3;63.4;1103.0;4.23;6.79;4.26
1342;0.2;Fair;H;VS1;46.8;62.8;300.0;3.41;6.71;2.37
1343;0.2;Premium;E;SI2;46.8;63.4;448.0;5.74;5.96;2.74
1344;0.34;Fair;G;VVS2;37.5;62.4;532.0;5.16;6.96;2.27
1345;0.52;Premium;G;VVS2;52.9;61.4;1659.0;4.29;5.31;2.54
1346;0.2;Ideal;F;SI1;50.3;57.3;573.0;5.72;5.98;2.94
1347;0.51;Very Good;H;VS2;95.9;62.4;974.0;3.89;6.31;4.89
1348;0.2;Good;I;VVS2;72.2;63.8;620.0;4.65;7.87;4.52
1349;0.2;Good;G;SI2;70.2;64.0;300.0;6.0;4.74;3.77
1350;0.33;Good;D;SI2;88.1;61.1;414.0;7.04;5.04;5.32
1351;0.55;Ideal;G;VVS2;54.2;60.8;2100.0;6.96;4.12;3.0
1352;0.2;Very Good;G;VVS2;38.4;60.0;300.0;7.17;7.0;2.72
1353;0.2;Good;H;VS1;97.6;58.9;418.0;5.52;5.05;5.16
1354;0.51;Ideal;G;SI1;69.7;62.5;1331.0;5.98;3.49;3.3
1355;0.2;Fair;G;SI2;72.2;53.7;300.0;6.43;4.74;4.03
1356;0.57;Premium;G;SI2;65.9;56.4;1722.0;6.83;4.3;3.67
1357;0.29;Very Good;J;SI2;47.5;54.7;300.0;7.37;3.74;2.64
1358;0.55;Very Good;F;SI1;85.3;56.1;1680.0;3.99;3.44;3.17
1359;0.36;Ideal;H;VS1;115.9;63.7;1407.0;4.84;4.62;5.48
1360;0.2;Good;G;VVS2;83.5;58.8;300.0;6.42;4.84;4.7
1361;0.33;Fair;G;VS2;46.2;59.9;390.0;3.88;5.39;2.14
1362;0.2;Ideal;J;VVS1;58.0;64.8;564.0;4.78;7.5;3.56
1363;0.2;Premium;H;SI1;63.6;60.5;300.0;6.61;4.18;3.43
1364;0.2;Ideal;F;SI2;59.5;58.7;463.0;6.15;5.44;3.45
1365;0.2;Fair;F;VS2;74.7;57.9;355.0;4.34;5.7;3.75
1366;0.2;Ideal;E;VS2;92.1;61.0;1008.0;3.39;6.3;4.46
1367;0.2;Premium;G;VVS2;75.2;63.0;416.0;5.13;6.26;4.28
1368;0.68;Premium;I;VVS2;73.2;56.8;2782.0;4.31;7.47;4.31
1369;0.2;Good;G;VS2;31.6;63.8;471.0;7.68;7.96;2.47
1370;0.2;Ideal;G;VS2;66.5;64.5;480.0;7.61;4.91;4.16
1371;0.2;Ideal;I;VVS1;55.4;56.4;756.0;4.07;6.98;3.06
1372;0.38;Ideal;G;VS2;57.8;54.5;976.0;6.84;6.63;3.89
1373;0.2;Fair;I;VVS2;86.0;59.4;407.0;6.87;3.57;4.49
1374;0.62;Premium;E;VVS1;65.0;56.4;2626.0;5.37;5.74;3.61
1375;0.22;Ideal;D;VVS1;57.5;55.8;798.0;4.62;6.85;3.3
1376;0.6;Very Good;I;VS1;110.5;54.2;1393.0;3.25;5.24;4.69
1377;0.2;Fair;G;SI2;102.5;64.9;300.0;3.62;6.53;5.2
1378;0.2;Very Good;J;VS1;48.3;64.3;301.0;5.93;6.66;3.04
1379;0.2;Ideal;E;VVS2;104.4;63.2;368.0;7.35;3.17;5.49
1380;0.2;Premium;H;SI2;33.2;64.0;300.0;5.22;7.42;2.1
1381;0.42;Ideal;I;SI2;37.9;54.7;831.0;7.83;4.82;2.4
1382;0.42;Fair;G;VVS2;56.5;56.1;1066.0;4.44;4.51;2.53
1383;0.2;Fair;I;VS1;99.8;62.7;419.0;3.8;4.4;4.09
1384;0.2;Very Good;F;SI2;31.4;59.0;300.0;3.96;8.0;1.88
1385;0.2;Good;G;VVS1;33.9;60.6;300.0;7.17;5.52;2.15
1386;0.2;Ideal;F;SI2;60.2;60.1;422.0;5.97;4.6;3.18
1387;0.2;Ideal;J;SI1;42.6;54.8;567.0;5.56;5.56;2.37
1388;0.2;Good;H;VVS2;42.7;59.6;300.0;6.34;7.35;2.92
1389;0.2;Ideal;H;VVS2;68.7;63.2;567.0;7.05;4.91;4.11
1390;0.55;Good;I;SI2;54.5;59.7;1018.0;7.17;7.62;4.03
1391;0.77;Good;H;VS1;40.5;62.9;2630.0;6.97;3.06;2.03
1392;0.2;Fair;I;SI1;60.0;57.9;300.0;7.47;7.84;4.59
1393;0.38;Ideal;I;SI2;83.3;56.8;793.0;7.96;3.57;4.8
1394;0.2;Ideal;G;VS1;60.8;56.8;407.0;7.38;6.9;4.34
1395;0.2;Premium;H;SI2;84.3;55.4;310.0;6.43;3.63;4.24
1396;0.2;Good;G;VVS1;63.3;53.5;431.0;5.68;6.7;3.92
1397;0.25;Good;G;VS1;87.0;53.9;300.0;6.53;5.06;5.04
1398;0.2;Good;G;VVS1;54.6;55.1;453.0;3.94;6.06;2.73
1399;0.2;Very Good;H;SI2;71.2;64.2;488.0;6.19;6.54;4.53
1400;0.48;Premium;I;VVS1;96.3;64.3;1943.0;6.33;3.58;4.77
1401;0.2;Ideal;I;VS1;61.9;56.1;486.0;5.14;4.88;3.1
1402;0.21;Premium;F;SI1;36.1;64.7;349.0;6.54;6.2;2.3
1403;0.77;Ideal;H;VS1;64.6;57.7;3316.0;7.05;4.29;3.66
1404;0.2;Very Good;G;VS2;83.8;55.0;680.0;5.02;4.89;4.15
1405;0.6;Ideal;I;VVS2;57.2;61.9;1850.0;4.87;7.4;3.51
1406;0.36;Premium;H;SI1;60.1;55.1;760.0;4.03;4.32;2.51
1407;0.4;Ideal;I;VS1;56.2;59.5;1373.0;3.93;4.33;2.32
1408;0.2;Premium;E;SI2;54.9;64.8;584.0;6.34;3.1;2.59
1409;0.2;Good;I;VVS2;56.8;61.3;343.0;3.18;3.76;1.97
1410;0.2;Very Good;J;SI1;93.2;63.9;582.0;5.4;6.02;5.32
1411;0.2;Ideal;G;VVS2;81.4;59.6;487.0;5.28;5.14;4.24
1412;0.2;Premium;I;VVS2;57.5;63.0;300.0;6.94;4.29;3.23
1413;0.72;Premium;F;VVS1;37.3;61.7;3053.0;4.6;6.29;2.03
1414;0.29;Very Good;G;VVS2;81.6;58.6;617.0;7.99;3.07;4.51
1415;1.96;Ideal;J;SI1;77.6;54.1;10257.0;6.3;6.04;4.79
1416;0.74;Very Good;H;VVS1;39.8;62.5;2477.0;4.77;6.09;2.16
1417;0.2;Fair;D;VS2;47.2;65.0;548.0;4.85;6.3;2.63
1418;0.2;Ideal;F;SI2;150.1;60.9;300.0;3.49;3.28;5.08
1419;0.58;Ideal;H;SI2;66.0;56.0;1887.0;4.09;6.06;3.35
1420;0.37;Very Good;F;SI1;87.9;54.6;630.0;7.65;3.04;4.7
1421;0.2;Ideal;D;VS2;36.8;61.4;426.0;3.59;6.3;1.82
1422;0.49;Fair;J;IF;97.7;63.2;1309.0;4.52;3.32;3.83
1423;0.2;Good;E;SI2;68.2;64.9;300.0;7.19;4.66;4.04
1424;1.17;Premium;G;VS2;33.5;62.9;5283.0;7.28;4.77;2.02
1425;0.2;Premium;G;VVS1;56.9;59.6;335.0;5.69;7.77;3.83
1426;0.32;Ideal;J;SI2;126.0;63.5;805.0;4.39;3.07;4.7
1427;0.35;Fair;G;VS1;89.6;64.0;900.0;3.68;5.98;4.33
1428;0.28;Premium;G;VS1;83.3;61.9;365.0;6.51;5.62;5.05
1429;0.2;Premium;E;VS2;54.4;58.0;397.0;7.68;3.93;3.16
1430;0.37;Premium;H;SI1;89.4;59.9;620.0;3.46;7.68;4.98
1431;0.2;Premium;H;VVS2;50.3;63.6;300.0;7.12;3.02;2.55
1432;0.2;Fair;E;VVS2;66.2;64.9;450.0;4.5;6.62;3.68
1433;0.2;Ideal;I;VS1;82.6;58.5;796.0;5.83;6.08;4.92
1434;0.2;Premium;J;VS1;126.8;56.8;643.0;4.96;3.65;5.46
1435;0.2;Good;G;SI1;76.8;57.6;540.0;7.59;6.44;5.39
1436;0.2;Good;F;VS2;69.2;60.6;404.0;3.7;5.15;3.06
1437;0.55;Good;G;SI1;81.9;62.7;1688.0;7.62;3.95;4.74
1438;0.28;Premium;J;VVS2;34.9;64.4;566.0;7.21;4.14;1.98
1439;0.87;Good;H;VS2;32.9;56.5;2039.0;7.4;5.24;2.08
1440;0.2;Good;H;VVS1;59.1;57.9;300.0;3.69;6.57;3.03
1441;0.47;Ideal;H;VVS2;35.4;57.6;1478.0;7.94;5.73;2.42
1442;0.2;Ideal;H;VVS1;94.5;57.1;422.0;4.55;3.32;3.72
1443;0.66;Premium;J;VVS1;72.4;63.0;1877.0;5.43;6.94;4.48
1444;0.2;Good;F;VVS2;76.7;60.4;300.0;5.54;4.24;3.75
1445;0.27;Very Good;G;SI2;46.6;59.7;489.0;4.1;7.11;2.61
1446;0.2;Ideal;F;VVS1;62.6;54.3;300.0;5.41;3.47;2.78
1447;0.33;Premium;H;VS1;88.8;57.2;871.0;6.33;3.9;4.54
1448;0.62;Very Good;I;VVS2;61.9;59.6;1767.0;4.38;5.41;3.03
1449;0.25;Premium;I;SI2;42.9;63.9;300.0;6.96;4.84;2.53
1450;0.61;Good;F;SI1;78.9;61.4;1823.0;7.77;4.34;4.78
1451;0.81;Ideal;H;VS2;33.2;61.2;3330.0;5.93;7.4;2.21
1452;0.4;Ideal;I;SI1;36.0;58.6;1104.0;4.83;5.29;1.82
1453;0.28;Premium;H;SI2;32.0;61.6;603.0;6.24;7.0;2.12
1454;0.5;Good;I;SI1;78.6;59.1;851.0;5.4;7.3;4.99
1455;0.36;Good;E;VVS1;70.2;64.1;741.0;4.17;6.49;3.74
1456;0.77;Ideal;E;VVS2;70.4;53.8;3443.0;6.77;3.17;3.5
1457;0.52;Good;H;VVS1;65.2;53.2;1240.0;5.38;7.45;4.18
1458;0.2;Ideal;G;SI1;41.0;56.3;300.0;7.89;5.14;2.67
1459;0.2;Ideal;H;VS1;49.5;55.9;537.0;4.8;4.33;2.26
1460;0.23;Very Good;J;VS1;48.0;63.4;567.0;5.78;6.14;2.86
1461;0.58;Ideal;H;VS2;41.8;59.3;1876.0;5.69;7.51;2.76
1462;0.2;Premium;G;VS2;79.7;55.7;370.0;6.87;3.64;4.19
1463;0.24;Good;G;SI1;64.3;58.3;529.0;7.83;7.23;4.84
1464;0.2;Ideal;I;VVS2;73.8;63.0;419.0;6.46;7.38;5.11
1465;0.2;Premium;J;VS2;56.0;62.9;302.0;3.76;5.49;2.59
1466;0.23;Ideal;G;VS2;76.7;63.7;671.0;6.25;6.63;4.94
1467;0.23;Ideal;H;VS1;45.8;58.1;300.0;6.19;5.77;2.74
1468;0.43;Premium;F;SI2;55.1;55.1;987.0;7.1;7.5;4.02
1469;0.43;Ideal;H;SI2;49.8;59.3;808.0;6.18;7.11;3.31
1470;0.2;Good;G;VVS2;86.1;56.5;602.0;4.83;4.39;3.97
1471;0.2;Good;H;VS1;56.9;62.9;661.0;3.1;6.84;2.83
1472;0.3;Premium;I;SI1;89.9;53.3;405.0;5.33;3.5;3.97
1473;0.2;Very Good;I;SI2;53.3;60.9;300.0;5.82;6.57;3.3
1474;0.2;Good;I;VS2;98.7;57.1;300.0;3.31;5.18;4.19
1475;0.4;Good;I;VVS1;92.1;54.2;1003.0;4.05;4.79;4.07
1476;0.41;Fair;J;VS1;60.9;61.3;750.0;4.57;7.09;3.55
1477;0.62;Very Good;I;VS2;76.5;56.1;1726.0;7.52;4.2;4.48
1478;0.32;Very Good;I;SI2;90.3;59.1;300.0;3.1;3.88;3.15
1479;0.2;Good;I;VVS2;78.3;60.3;397.0;7.51;5.98;5.28
1480;0.2;Ideal;I;IF;96.8;62.5;620.0;6.32;4.24;5.11
1481;0.2;Premium;G;VS2;71.9;61.3;300.0;3.31;5.67;3.23
1482;0.2;Ideal;E;SI2;80.7;60.0;300.0;6.31;5.76;4.87
1483;1.07;Ideal;D;SI1;63.4;53.2;5495.0;3.29;5.38;2.75
1484;0.58;Ideal;H;VS2;83.1;53.1;1972.0;3.47;6.64;4.2
1485;0.55;Good;D;VVS2;78.5;62.7;1666.0;6.21;6.22;4.88
1486;0.2;Very Good;G;SI2;62.2;59.4;443.0;7.92;4.42;3.84
1487;0.2;Ideal;H;SI1;90.8;53.5;603.0;3.77;6.47;4.65
1488;0.4;Ideal;H;SI1;65.0;53.6;863.0;7.84;4.72;4.08
1489;0.78;Ideal;J;IF;39.4;54.6;3128.0;7.45;6.27;2.7
1490;0.2;Premium;J;IF;99.9;55.0;649.0;4.0;3.81;3.9
1491;0.54;Ideal;F;SI2;56.1;59.0;1450.0;8.0;5.59;3.81
1492;0.78;Ideal;H;VVS2;33.7;57.9;2932.0;7.11;6.31;2.26
1493;0.2;Very Good;G;VS1;61.7;58.9;300.0;5.61;5.51;3.43
1494;0.39;Very Good;D;VS2;60.7;56.1;1041.0;3.42;4.23;2.32
1495;0.94;Good;E;VS2;83.5;63.7;3209.0;7.72;5.1;5.35
1496;0.2;Ideal;H;SI1;115.0;62.8;304.0;3.33;5.12;4.86
1497;0.54;Good;I;VS1;79.4;54.7;1603.0;4.03;4.48;3.38
1498;0.2;Good;H;VS2;33.8;61.7;300.0;6.57;5.02;1.96
1499;0.2;Good;H;VVS2;51.8;54.0;346.0;4.23;5.84;2.61
1500;0.52;Very Good;J;VS1;51.2;57.9;1228.0;6.9;5.17;3.09
1501;1.47;Fair;H;VVS2;99.9;60.0;5747.0;4.07;3.86;3.96
1502;0.2;Fair;G;VVS2;80.2;64.6;428.0;3.42;7.87;4.53
1503;0.2;Very Good;I;VS2;82.2;60.1;453.0;6.87;5.51;5.09
1504;0.2;Ideal;J;VS2;80.5;63.7;314.0;4.81;7.59;4.99
1505;0.34;Very Good;G;VVS2;82.4;62.7;536.0;7.94;5.26;5.44
1506;0.2;Premium;I;VVS2;78.1;62.4;300.0;3.29;4.16;2.91
1507;0.57;Ideal;J;VVS2;32.1;57.9;2008.0;5.41;6.62;1.93
1508;0.2;Ideal;G;VVS1;48.2;61.3;778.0;4.12;7.3;2.75
1509;0.2;Premium;D;VS1;70.4;55.1;666.0;3.31;4.19;2.64
1510;0.2;Good;F;VS2;87.5;58.9;300.0;5.79;5.29;4.85
1511;0.2;Ideal;G;VS1;86.3;54.4;638.0;7.07;5.31;5.34
1512;0.3;Very Good;G;VS1;59.4;56.7;629.0;7.19;7.82;4.46
1513;0.2;Good;J;VS1;90.6;59.7;300.0;4.4;5.67;4.56
1514;0.24;Premium;G;VS1;51.3;60.5;614.0;7.17;7.42;3.74
1515;0.38;Premium;D;SI2;47.2;62.8;974.0;6.12;6.13;2.89
1516;1.12;Fair;H;VS2;84.2;60.8;2941.0;5.29;6.61;5.01
1517;0.2;Ideal;G;SI2;61.0;60.3;300.0;3.46;5.55;2.75
1518;0.59;Premium;E;VVS1;89.4;53.1;2382.0;7.95;4.26;5.46
1519;0.2;Fair;F;VVS2;33.7;57.4;300.0;6.68;5.54;2.06
1520;0.2;Premium;J;SI2;104.0;62.9;300.0;6.92;3.54;5.44
1521;0.2;Ideal;H;VVS1;51.4;57.3;446.0;4.82;3.93;2.25
1522;0.2;Very Good;D;SI2;42.4;61.0;486.0;7.25;5.92;2.79
1523;0.5;Good;F;VVS2;46.3;57.3;1015.0;3.73;6.76;2.43
1524;0.2;Very Good;H;SI1;83.9;61.9;484.0;3.19;7.08;4.31
1525;0.2;Very Good;I;SI2;46.2;53.6;300.0;7.25;5.25;2.89
1526;0.39;Premium;F;VVS1;41.8;56.8;1158.0;3.44;6.55;2.09
1527;0.2;Ideal;I;SI1;67.5;54.9;300.0;6.93;4.96;4.01
1528;0.2;Premium;G;VS1;87.8;54.7;497.0;5.78;5.7;5.04
1529;0.2;Premium;I;SI1;76.3;55.0;300.0;5.95;7.08;4.97
1530;0.44;Good;I;SI2;83.7;56.0;842.0;6.79;5.83;5.28
1531;0.2;Very Good;I;SI1;98.3;56.3;300.0;5.25;5.05;5.06
1532;0.41;Good;E;VS1;100.0;55.0;1220.0;5.98;4.12;5.05
1533;0.2;Ideal;H;VVS1;129.4;55.8;355.0;5.01;3.4;5.44
1534;0.2;Premium;D;VS2;77.9;57.9;603.0;3.43;3.96;2.88
1535;0.3;Ideal;D;SI1;54.1;57.5;930.0;4.34;5.35;2.62
1536;0.43;Fair;E;VS2;83.4;61.3;840.0;3.99;7.57;4.82
1537;0.2;Fair;J;SI1;39.7;56.8;308.0;6.82;5.38;2.42
1538;0.68;Good;J;VVS2;86.6;58.2;1995.0;6.14;6.44;5.45
1539;0.4;Premium;E;SI1;90.3;56.4;1283.0;6.32;3.56;4.46
1540;0.4;Premium;J;VS2;74.7;61.0;616.0;7.93;6.51;5.39
1541;0.45;Ideal;G;SI1;78.6;57.6;795.0;3.34;3.81;2.81
1542;0.97;Premium;D;VS2;56.5;60.2;4577.0;7.35;5.6;3.66
1543;0.2;Fair;H;VS1;41.1;62.5;300.0;6.35;6.36;2.61
1544;0.32;Very Good;H;SI1;73.9;59.6;957.0;5.19;5.5;3.95
1545;1.4;Ideal;H;VVS2;79.4;57.4;7782.0;5.93;3.14;3.6
1546;0.2;Good;E;VS2;52.8;57.8;300.0;7.26;5.44;3.35
1547;0.2;Very Good;G;IF;42.1;57.0;300.0;5.41;5.09;2.21
1548;0.24;Premium;I;VS1;39.2;63.8;300.0;6.6;4.67;2.21
1549;0.41;Very Good;G;VS1;63.5;53.8;1128.0;3.02;4.85;2.5
1550;0.2;Ideal;F;SI2;49.7;60.5;300.0;4.6;4.54;2.27
1551;0.2;Ideal;E;VVS2;78.9;55.7;559.0;6.27;6.36;4.98
1552;0.25;Premium;F;SI2;76.0;57.3;300.0;7.42;6.02;5.11
1553;0.2;Very Good;G;SI2;63.5;58.2;363.0;5.92;7.46;4.25
1554;0.39;Very Good;G;VS1;55.7;58.5;729.0;4.1;7.46;3.22
1555;0.2;Very Good;F;SI1;135.9;63.5;374.0;3.22;3.58;4.62
1556;0.68;Very Good;F;SI2;62.4;54.1;2378.0;3.1;7.93;3.44
1557;0.2;Very Good;H;VS1;60.3;54.8;376.0;7.54;6.55;4.25
1558;0.2;Good;I;IF;48.0;61.4;477.0;5.14;7.52;3.04
1559;0.61;Premium;E;VVS1;79.2;58.9;2426.0;6.69;6.01;5.03
1560;0.2;Good;G;VS2;51.0;58.1;668.0;5.95;5.06;2.81
1561;1.11;Premium;G;VVS2;60.6;59.2;5635.0;4.38;3.41;2.36
1562;0.54;Very Good;D;SI1;103.1;61.2;1707.0;3.22;6.79;5.16
1563;0.2;Premium;H;SI2;101.8;59.6;413.0;6.68;3.71;5.29
1564;0.54;Ideal;G;IF;86.5;54.0;2112.0;4.2;4.59;3.8
1565;0.4;Ideal;G;IF;43.4;59.6;1517.0;4.9;5.89;2.34
1566;0.35;Good;J;VVS2;36.2;61.4;732.0;6.1;5.12;2.03
1567;0.47;Ideal;H;SI1;92.7;59.7;1388.0;4.04;3.92;3.69
1568;0.81;Premium;I;VS1;69.1;62.9;2890.0;5.92;7.63;4.68
1569;0.2;Very Good;G;VS1;96.2;53.8;446.0;3.79;7.17;5.27
1570;0.2;Ideal;G;VS2;136.3;55.9;300.0;3.22;3.15;4.34
1571;0.2;Ideal;G;SI1;89.5;63.3;500.0;4.3;5.18;4.24
1572;0.38;Ideal;H;SI2;40.2;54.7;948.0;3.26;7.54;2.17
1573;0.2;Good;J;VS1;45.8;64.9;467.0;6.35;7.06;3.07
1574;0.45;Good;F;VVS2;51.3;62.1;1346.0;5.72;7.66;3.43
1575;0.2;Ideal;G;VS1;49.6;60.3;409.0;4.12;3.95;2.0
